Episode,Total Reward,Avg Loss,Deployed Nodes,Coverage
418,-48290.73000000005,8.628777894934916e+23,46.0,100.0
419,-44133.79000000001,8.568508614540441e+23,63.0,100.0
420,-63628.62000000003,9.573791524985418e+23,61.0,100.0
421,-72748.92999999986,9.132141606135344e+23,72.0,100.0
422,-74557.75999999973,9.758810440504083e+23,72.0,99.7599
423,-50200.93000000003,8.537077220618264e+23,27.0,100.0
424,-42028.740000000034,1.0125325394337589e+24,39.0,100.0
425,-28988.78,9.413508742242794e+23,27.0,100.0
426,-48815.420000000115,8.731528301057308e+23,63.0,100.0
427,-70532.50999999991,9.012669277021337e+23,37.0,100.0
428,-32189.16999999999,9.192621808593119e+23,30.0,100.0
429,-43604.84000000002,9.280312664636607e+23,81.0,99.75500000000001
430,-42787.40000000001,9.667573201591243e+23,44.0,100.0
431,-31066.360000000008,9.025777934856491e+23,44.0,100.0
432,-34143.240000000034,1.0065490776113283e+24,30.0,100.0
433,-48827.58999999991,9.804405331890266e+23,38.0,100.0
434,-60443.67000000003,9.680857616539529e+23,65.0,98.50999999999999
435,-41442.41000000005,9.357022993409985e+23,38.0,100.0
436,-75426.47999999998,9.6004957450767e+23,35.0,100.0
437,-47533.330000000045,9.725554010776854e+23,37.0,100.0
438,-62416.929999999986,9.307193526713915e+23,75.0,100.0
439,-46871.990000000005,9.810949031324197e+23,64.0,99.75500000000001
440,-32652.790000000008,8.900305131637451e+23,20.0,100.0
441,-59998.5,9.531406589801189e+23,37.0,100.0
442,-61209.03,9.52840701994099e+23,59.0,100.0
443,-74236.79000000004,9.854269510748728e+23,53.0,100.0
444,-70542.66999999993,9.465094290895227e+23,69.0,99.505
445,-42897.42999999997,9.309858814728646e+23,30.0,100.0
446,-37670.620000000024,9.546294496620052e+23,32.0,100.0
447,-60279.7199999999,9.836277353690923e+23,53.0,100.0
448,-78446.6899999997,9.562677167926144e+23,65.0,100.0
449,-34629.31000000002,9.561334265119146e+23,46.0,100.0
450,-75151.26999999986,9.272309988330492e+23,59.0,100.0
451,-26703.659999999978,9.77639730436126e+23,41.0,100.0
452,-50810.93000000004,1.0281907550831155e+24,33.0,100.0
453,-57275.77000000004,9.530167628613973e+23,45.0,100.0
454,-38222.69999999999,8.739338764438752e+23,38.0,100.0
455,-63134.02,1.0290041413812273e+24,44.0,100.0
456,-52993.21,1.0564620404949788e+24,36.0,100.0
457,-91830.46999999967,9.900400600781181e+23,77.0,99.5149
458,-51574.00000000005,1.1671416384446678e+24,36.0,100.0
459,-45902.060000000165,1.0214003223207024e+24,72.0,99.7599
460,-37597.51000000003,1.011832034379669e+24,34.0,100.0
461,-42305.17999999999,1.0685502687218065e+24,45.0,100.0
462,-65450.2799999999,9.989121801670756e+23,74.0,99.7599
463,-73101.21000000004,1.0603174527405406e+24,54.0,100.0
464,-53632.5900000001,1.0544842909762522e+24,43.0,100.0
465,-45311.300000000025,1.1197614957820008e+24,54.0,100.0
466,-92374.51999999986,9.983646633527939e+23,40.0,100.0
467,-63117.30000000001,1.0813611833007199e+24,34.0,100.0
468,-42035.01000000005,9.595497371244417e+23,49.0,100.0
