Episode,Total Reward,Avg Loss,Deployed Nodes,Coverage
230,-71231.75012118054,6.028090630258832,21.0,100.0
231,-26143.414634251974,6.00927546149806,19.0,100.0
232,-21155.484275633247,5.997889939476462,18.0,100.0
233,-41143.61271831984,6.054468949635823,22.0,100.0
234,-81888.02534514962,6.021925680098995,22.0,100.0
235,-66400.63205795671,5.98443188490691,21.0,100.0
236,-127786.84270030483,6.025102678098176,20.0,100.0
237,-102800.59655543901,6.018253225268739,19.0,100.0
238,-137902.10855554763,5.922206832141411,20.0,100.0
239,-177649.47484217063,5.976384239196777,24.0,99.7599
240,-66984.49135596986,6.016848846718117,20.0,100.0
241,-90770.17993626489,6.057395627421718,22.0,100.0
242,-46293.71719197929,5.99298173904419,24.0,100.0
243,-25931.448194736837,5.9994557698567705,15.0,100.0
244,-35957.98498849249,5.947662115097046,21.0,100.0
245,-61618.689124276934,5.999485770861308,17.0,100.0
246,-35872.51432802407,5.972910424937373,24.0,100.0
247,-118003.49229147789,6.029640531539917,24.0,100.0
248,-86686.94327234772,6.008359263924992,22.0,100.0
249,-56705.10432460186,5.9733567237854,21.0,100.0
250,-77186.8153315256,6.070991100803498,22.0,100.0
251,-189871.48215773999,6.0424696063995365,24.0,98.7799
252,-81680.34262982395,6.034399731953939,22.0,100.0
253,-81271.32461476632,5.98759617805481,23.0,100.0
254,-122747.43376503713,6.0264087823721075,22.0,100.0
255,-82285.5024671208,6.06580163637797,19.0,100.0
256,-148198.94320863768,5.990189461481004,23.0,100.0
257,-41049.08382409071,5.985522607962291,21.0,100.0
258,-61617.47092530529,5.994281357732312,24.0,100.0
259,-56411.12979482525,6.064886711261891,23.0,100.0
260,-76668.487242892,5.924417298415611,22.0,100.0
261,-76139.92116480114,6.1619161901802855,22.0,100.0
262,-121826.77570623031,6.042838749132659,23.0,100.0
263,-36149.06594576001,6.074102038428897,19.0,100.0
264,-46014.87130467086,6.078380792037301,21.0,100.0
265,-66565.44944649545,6.0687442002473055,21.0,100.0
266,-66629.96623224484,6.035898491188332,21.0,100.0
267,-56451.31174408872,6.109248081843059,20.0,100.0
268,-70661.3535698844,6.074611487212004,22.0,100.0
269,-112633.75980164511,6.075496259488557,24.0,100.0
270,-82192.9373972863,6.049292739232381,20.0,100.0
271,-66040.63032742453,6.098012225968497,23.0,100.0
272,-71817.20246102844,6.07612144947052,19.0,100.0
273,-96678.52266176075,6.1305850780371465,21.0,100.0
274,-91665.43521191721,6.068254619836807,22.0,100.0
275,-40843.231364789324,6.114931559562683,21.0,100.0
276,-81524.5104882345,6.114945395787557,20.0,100.0
277,-56003.22966650051,6.084458675384521,23.0,100.0
278,-66794.96385061521,5.980043935775757,24.0,100.0
279,-51075.88559585873,6.024324330416593,19.0,100.0
280,-51387.528692297536,6.149635696411133,22.0,100.0
281,-25812.3312753253,6.143180824461437,22.0,100.0
282,-71066.65129780359,6.122124109949384,23.0,100.0
283,-51113.320726034726,6.065285384654999,21.0,100.0
284,-61526.99635970809,6.086555480957031,21.0,100.0
285,-92208.74634315263,6.154151543974876,20.0,100.0
286,-61098.35494585148,6.091786248343332,23.0,100.0
287,-71481.08931033092,6.062316682603624,19.0,100.0
288,-40987.22437266972,6.031455993652344,24.0,100.0
289,-20844.9074224152,6.11485377480002,19.0,100.0
290,-183387.71206637734,6.14857928276062,24.0,99.7599
291,-147811.68323899704,6.115407339731852,22.0,100.0
